perm,null_median,null_p95
0,0.014536838761810996,0.04712509825111316
1,0.014421384837161043,0.05117079188171704
2,0.0149584192739537,0.04875273900934359
3,0.014732434895665199,0.04870290688085263
4,0.013987350118418689,0.04836642218023283
5,0.01474510777829056,0.046085815666928896
6,0.01429216651567515,0.04767787477385767
7,0.015632348594414057,0.048506359882887325
8,0.013772096874714156,0.04509299044956085
9,0.014890277807195613,0.04938353458440009
10,0.014970100703841405,0.0515458618593222
11,0.016345485510304382,0.04753686361533171
12,0.014321546614929716,0.045820828581142246
13,0.014845444515661084,0.04766258032610545
14,0.015294796868858207,0.049090403325862494
15,0.015014131056966504,0.048041815133765355
16,0.015606482472579446,0.04697365695079841
17,0.014372783448114278,0.0480689283840832
18,0.014962049125377956,0.04714426234661381
19,0.01583861621313483,0.04867585370016574
20,0.014753719581688507,0.05131552983102796
21,0.014302370513035003,0.045972270249015124
22,0.014285855107316576,0.05002696450017289
23,0.014675044165640659,0.045827799990930444
24,0.014665206528488958,0.047192754314640734
25,0.014785378477703452,0.048447260342683526
26,0.014205238876292194,0.04633039981276852
27,0.014240327767344876,0.0480373173737018
28,0.014308337714479629,0.0464504796087473
29,0.014569889207144509,0.047454040414387444
30,0.016017084556105253,0.052966030748315844
31,0.016128263667351574,0.04951782406408856
32,0.014536875144796638,0.0489266230223677
33,0.015175683151201345,0.05012683141156164
34,0.014704294292754352,0.04893343743644262
35,0.014372187129216316,0.0470778474570706
36,0.01442277389100578,0.0468029946711303
37,0.015042817824351755,0.048609601068856687
38,0.014977140240529683,0.048693781847415164
39,0.014323030407053832,0.04976476007966511
40,0.015159257516227584,0.048149041641934405
41,0.014964052565008022,0.04605632046414939
42,0.016010988645679188,0.04525355052814438
43,0.01481883020126144,0.04762808602415609
44,0.01536572281399277,0.04781570301710047
45,0.014845392528505693,0.04873777898070958
46,0.014969105678811304,0.0505439531780453
47,0.015193405108567929,0.04692738658635687
48,0.01500311287773574,0.04867644071745024
49,0.014949015958609193,0.04502111527217841
50,0.014511851656928114,0.046140699296447596
51,0.014571986292162437,0.04964356171335311
52,0.015124167050496887,0.04713361301256811
53,0.014818380730601915,0.0471656388928725
54,0.01447045232103355,0.047512734920145204
55,0.01522028410672517,0.04731977020948009
56,0.014657435113300595,0.048458002894202226
57,0.014695535581810238,0.046041179954438266
58,0.015529843872939585,0.045626019916322674
59,0.014590712871673493,0.046835710387782385
60,0.015706913887719765,0.043685068810875145
61,0.014616811111443914,0.0496740419164593
62,0.014473831532655357,0.04911210586356418
63,0.014662360636137463,0.04776525593686407
64,0.014783411865465397,0.04928644858288006
65,0.01506764185668531,0.046207980345009024
66,0.015362337975481803,0.04683830470817223
67,0.014356868514770905,0.05011689617207825
68,0.014453170519120402,0.049585614252331295
69,0.014427075864047038,0.04603509354898509
70,0.014983086580463535,0.046771703346819106
71,0.015794142518055006,0.04862267163382985
72,0.015360127994656324,0.04678950852828397
73,0.015111771045175935,0.0505237823887311
74,0.015060570849391698,0.04888119522542629
75,0.015484700556343909,0.047081691851046784
76,0.015491487424823949,0.04967541203846908
77,0.014277045663353988,0.044483520136778115
78,0.014840382400178563,0.05065788688562254
79,0.01488472871551244,0.043660205693342724
80,0.014959308028213339,0.051176773764122475
81,0.015156489159895804,0.04364849089181519
82,0.015581036317827332,0.048704388591174826
83,0.014994330464742687,0.04758616145060598
84,0.014878921124842771,0.04846685249053535
85,0.015091159476669294,0.04833157187882098
86,0.014075011696920662,0.04584472929126205
87,0.01427487312368248,0.048644910396851294
88,0.01522670136260575,0.04721144014433339
89,0.014369860090246586,0.045089325316165337
90,0.014863072054302321,0.05015473102832713
91,0.015137267426087118,0.049260512640190865
92,0.01568469089512626,0.04998452910309622
93,0.014634697481982612,0.04868982742324355
94,0.015607445128347788,0.049323355029356364
95,0.014884718392123904,0.046969521782735016
96,0.015025574836273245,0.04914277747314491
97,0.014785083704652952,0.046140003457212385
98,0.014750745720022728,0.04466416110327614
99,0.015230173526459202,0.04537284362779729
100,0.01521982372706159,0.047378658378587714
101,0.015035973700803248,0.04634895709024325
102,0.01609491826155074,0.04888190010128455
103,0.014900005994161573,0.0493878046845627
104,0.015631188958565745,0.04664854478218701
105,0.015336572380386488,0.04762568442010949
106,0.01428866245649291,0.04576293270830387
107,0.01566957219238789,0.048855044409623835
108,0.01524604971536223,0.047542001873974345
109,0.01511265859168885,0.048146453779510816
110,0.013829817997515164,0.049262675849562
111,0.014334545476353726,0.04619845732524435
112,0.015057217265622933,0.0503089899900182
113,0.014941136867574586,0.04697624898705855
114,0.015326538127848326,0.04853554008473478
115,0.01556237955733919,0.04724418901457643
116,0.015493533556629914,0.045649296323944356
117,0.01422339582179057,0.04561779126933995
118,0.014700519261635944,0.04799289679388977
119,0.015823571494446857,0.04975135666921478
120,0.014285426120161596,0.04482827357443679
121,0.01502511244027782,0.04825461124257385
122,0.01499134686493267,0.04879414438688971
123,0.015015205640253045,0.046241916744568325
124,0.014960173117012936,0.0436025575252964
125,0.014558034978270924,0.04784227780744768
126,0.014459389398007052,0.04620695547147408
127,0.015095323456822938,0.04567199146931066
128,0.014896495398156821,0.046830346927264635
129,0.014591178342395154,0.04730816028579509
130,0.01540434380320508,0.0485945456325891
131,0.014267148844183068,0.046660905168818725
132,0.015322067869237682,0.04918999872921078
133,0.015194520027556958,0.04722221157504032
134,0.015540876241555836,0.04837249048588637
135,0.015002030600143414,0.04847885330023488
136,0.015399938540852502,0.048138734589652614
137,0.014263602333742484,0.047440653911983766
138,0.014526414211780721,0.04409816074096574
139,0.014924838444006966,0.049262003553318126
140,0.01461032352271182,0.051181584990360664
141,0.014132180283726292,0.04515544801121083
142,0.014055380556479388,0.05038459564615129
143,0.014778909125675223,0.04836794211526626
144,0.015504496510195583,0.04875330595169836
145,0.014676529853502351,0.04624261296791506
146,0.014371640641561689,0.04627777705016644
147,0.01485976961843035,0.048801067233846286
