perm,null_median,null_p95
0,0.023616600790513833,0.07182451694646816
1,0.02201104613385315,0.07000196772924046
2,0.02384893050235652,0.07176571551169278
3,0.0252675714443341,0.07390752032520326
4,0.023627152988855118,0.07521679024758074
5,0.021620934959349594,0.07472737186477645
6,0.024475524475524476,0.07696715049656225
7,0.02336179418579347,0.07322303921568628
8,0.02375435443955802,0.06909253264873311
9,0.022592971075665352,0.07499208108964206
10,0.02283490871931928,0.07361249584579595
11,0.02356902356902357,0.07034825870646766
12,0.022481306572215663,0.07331907816583512
13,0.024050024050024047,0.07604343088214055
14,0.024698856159530318,0.07159442724458204
15,0.023064836500548455,0.07261640798226164
16,0.02302927129143613,0.0731187704481473
17,0.023391812865497075,0.06935975609756098
18,0.02492378048780488,0.07326691573266916
19,0.024763165776075406,0.07463525986700632
20,0.023696452800930412,0.0695266272189349
21,0.02371967654986523,0.07532992468734885
22,0.022470849265920786,0.07363465160075329
23,0.023932926829268293,0.07380390474147178
24,0.024161735700197237,0.0715894465894466
25,0.025162004109372527,0.07522865853658536
26,0.02267888823181549,0.07067206387933903
27,0.023602642276422767,0.07430780601512309
28,0.022823065195946554,0.07093023255813954
29,0.023009217547993625,0.07607067984426474
30,0.023900409765825838,0.07368492102776403
31,0.024263211382113823,0.07325315005727376
32,0.024807806031933763,0.07342255008590658
33,0.023412998118255483,0.07839726434730895
34,0.022323247758761204,0.06996954080233281
35,0.023276341168393867,0.07149235405737248
36,0.023354698169326796,0.06939117929050814
37,0.02476744718874582,0.07261640798226164
38,0.023044029141590115,0.07390752032520326
39,0.024263211382113823,0.07509111474173683
40,0.022403295128939828,0.07126152832674572
41,0.024315239934205826,0.07375599898964386
42,0.023515185818850738,0.07353669952095149
43,0.024305555555555556,0.07830897999716271
44,0.023284313725490197,0.07588951928574571
45,0.024603597733151666,0.07063255623335067
46,0.023932926829268293,0.07706766917293233
47,0.022398190045248872,0.07281858129315757
48,0.025069957666642745,0.0773961475980506
49,0.024800606798905923,0.07220090687129405
50,0.024315239934205826,0.0713093748137553
51,0.024104251206492656,0.07251565547685042
52,0.023910128793726892,0.07134287895548665
53,0.024593495934959346,0.0777309472811442
54,0.023255813953488372,0.07149877149877151
55,0.023145325203252028,0.07700148257968867
56,0.022959963325183373,0.07605368495408524
57,0.024242424242424242,0.07513749945866355
58,0.023616294453330175,0.0768616171300735
59,0.022421059904650036,0.07338247338247339
60,0.02302405498281787,0.07442241303000798
61,0.022942073170731707,0.07201204059842803
62,0.022857142857142857,0.0738442822384428
63,0.023272357723577233,0.0719136478601159
64,0.02253275109170306,0.07345020325203253
65,0.023602642276422767,0.07576219512195122
66,0.024042145593869732,0.07354651162790699
67,0.023801642470957268,0.07937993028802054
68,0.02373172468685853,0.0731341064525721
69,0.024492047165451752,0.07508072038458778
70,0.022154471544715445,0.06935975609756098
71,0.02306799721513112,0.07125228883050712
72,0.023387396152024478,0.07643557422969188
73,0.02365211444203807,0.07571936260460851
74,0.02407864924026165,0.07411347517730496
75,0.0240373661426293,0.07524171745406222
76,0.024856763174520183,0.07700249711870918
77,0.023932926829268293,0.0745639534883721
78,0.023602642276422767,0.07911466917824346
79,0.023323276862381063,0.07241588820536189
80,0.023505323505323507,0.0743145743145743
81,0.023385539583780302,0.07163338630553444
82,0.023990688624834965,0.07037559789853368
83,0.02249688296199924,0.06979578392621871
84,0.023602642276422767,0.07391400709219859
85,0.023988669558289814,0.0750942141432055
86,0.023391494002181025,0.07387387387387387
87,0.02178840668296659,0.07276999980084839
88,0.023602642276422767,0.07585638998682477
89,0.023480373675170706,0.07409887087434858
90,0.022306807116933704,0.07083466581387912
91,0.024709302325581398,0.07547408801389692
92,0.022306807116933704,0.07594989736500356
93,0.0252675714443341,0.07891260162601627
94,0.023914893617021274,0.06855799373040752
95,0.022382920110192835,0.07377049180327869
96,0.024464831804281346,0.07447078333821092
97,0.02387827853344751,0.07267116855239034
98,0.0228328173374613,0.0720595796394684
99,0.023197492163009405,0.07600755150619715
100,0.02579857418567096,0.07509054927000486
101,0.02421348079259352,0.07340829901805512
102,0.02146817577784906,0.07428949732822622
103,0.022815040650406505,0.0696897872784461
104,0.02248359450640083,0.07499810131389079
105,0.02297070018589006,0.07298794395568589
106,0.023932926829268293,0.07672882672882672
107,0.02274726655774789,0.07442935852026761
108,0.021824186991869922,0.07142857142857142
109,0.023602642276422767,0.07464685378829573
110,0.024622815316436786,0.0759548611111111
111,0.025072263415860246,0.07432432432432433
112,0.02339939024390244,0.07430514488468362
113,0.02336179418579347,0.07631010727627927
114,0.022985429675884628,0.07100591715976332
115,0.02325962325962326,0.07421849357333227
116,0.023837209302325583,0.07520045819014891
117,0.02328106675932763,0.07390752032520326
118,0.02460082791247782,0.07260109435473108
119,0.024695001967729238,0.07246122842372733
120,0.022708285866180608,0.07261640798226164
121,0.024447174447174452,0.07374065328610784
122,0.0222655104520129,0.07578397212543553
123,0.02325,0.07324695121951219
124,0.02394518016630736,0.07460219465078764
125,0.02459016393442623,0.07616707616707617
126,0.02572347266881029,0.07387625151857903
127,0.022865038331253345,0.07376160990712075
128,0.022708285866180608,0.07523286362550752
129,0.024801574539794438,0.07762030323005933
130,0.022813787349429,0.0721290650406504
131,0.02278276704051649,0.06928471248246844
132,0.024856763174520183,0.07494815132661088
133,0.023479794805247468,0.07578397212543553
134,0.0243288191969589,0.06884306987399771
135,0.022763036941246123,0.06865223376298335
136,0.023633575013943114,0.07366771159874608
137,0.023298670527839932,0.07725534626823397
138,0.023255813953488372,0.07335164835164834
139,0.02341967424840353,0.07543604651162791
140,0.023418408905783332,0.07482731018943997
141,0.023801642470957268,0.07432338239101428
142,0.024843889384478145,0.0731954869470802
143,0.023999392420445048,0.07668300448242638
144,0.022900763358778626,0.07317335243553008
145,0.026088790467151745,0.07420019005384859
146,0.02489000628535512,0.07547083352426338
147,0.02261178861788618,0.0739896824076089
148,0.022951493559879417,0.07284962502521225
149,0.022670541097556292,0.07425765944389369
150,0.025431661123613405,0.07347876004592423
151,0.022484756097560975,0.07396449704142012
152,0.024339628235154606,0.07603406326034062
153,0.024036736743919065,0.07477636723980932
154,0.02284976170326489,0.07163483560034253
155,0.023289246693502005,0.07165844239433598
156,0.024390243902439025,0.07203562340966921
157,0.022776679841897234,0.07056861895571573
158,0.024763165776075406,0.07489837398373984
159,0.02201415944032508,0.07633187772925765
160,0.02527997364953887,0.07544945475979961
161,0.02354651162790697,0.07073611811093652
162,0.023643410852713178,0.0714547789396441
163,0.023569023569023573,0.07997967479674797
164,0.023561932341713835,0.07272727272727272
165,0.023546273546273547,0.06944884383908774
166,0.023089617564755686,0.0761598344057958
167,0.02373887240356083,0.07220090687129405
168,0.023346303501945526,0.07283860212205724
169,0.0226961430637873,0.073696631624115
170,0.02407864924026165,0.07382716049382716
171,0.02332477648933345,0.07307472401812025
172,0.023121387283236993,0.07430234156623745
173,0.02347560975609756,0.07344858156028368
174,0.023153775458776792,0.07663230240549829
175,0.025164247517188695,0.07411484131352046
176,0.023228229712365326,0.07430780601512309
177,0.02418546365914787,0.07113821138211382
178,0.0226961430637873,0.07297187117814921
179,0.02371113734750098,0.07226644323418516
180,0.024176573478402654,0.07427055702917772
181,0.022738821138211383,0.0756859756097561
182,0.02413617886178862,0.07223587223587224
183,0.02402832674571805,0.07514345384131876
184,0.023044029141590115,0.07547699214365881
185,0.024906245958877537,0.07341651387087637
186,0.02336179418579347,0.07144624520598787
187,0.024263211382113823,0.07438722942222839
188,0.02451556369864378,0.07846027846027848
189,0.023677032187670487,0.07199211045364892
190,0.023875692587349027,0.07633853876185165
191,0.022804326767839844,0.07600151786198298
192,0.023044029141590115,0.07166636941917842
193,0.024145108534046982,0.07076970911352173
194,0.02291109128754089,0.06796006353528478
195,0.023420211458077204,0.0719546630333906
196,0.02413617886178862,0.07399977072108219
197,0.023729674796747972,0.07457759631672675
198,0.0245532606173126,0.07766799968634831
199,0.021700256150016917,0.07000896945663976
200,0.024921531701192722,0.07162975291255921
201,0.023001431200163566,0.07196382428940568
202,0.02492378048780488,0.07300655161393416
203,0.022470849265920786,0.07441464452958706
204,0.02374973093205137,0.07245655922536146
205,0.022623138602520045,0.07641409223687705
206,0.02373887240356083,0.07515151515151516
207,0.02489476453564852,0.07650771151834229
208,0.023387396152024478,0.07340829901805512
209,0.02261178861788618,0.07309462689209525
210,0.02433915629843743,0.07736775419702249
211,0.023272357723577233,0.07521679024758074
212,0.02334737648410571,0.07518796992481203
213,0.024751143395211193,0.0717032967032967
214,0.02348255157243921,0.07328570158014883
215,0.02394957983193277,0.0733652312599681
216,0.023202568097058965,0.07601744186046512
217,0.02307047983726218,0.07461033007334963
218,0.02370668006027122,0.07261640798226164
219,0.02465483234714004,0.07430234156623745
220,0.022981983260036882,0.07335423197492164
221,0.023145325203252028,0.07721108079580985
222,0.02145931180851691,0.07262313860252005
223,0.023376623376623377,0.07401078453710033
224,0.024666005759335318,0.07607067984426474
225,0.024482890175328016,0.07246122842372733
226,0.023044029141590115,0.07445759368836291
227,0.023268398268398265,0.076036866359447
228,0.022962181108477885,0.07156862745098039
229,0.023404255319148935,0.07292290857931898
230,0.024795504294729834,0.07387387387387387
231,0.023391812865497075,0.07469512195121951
232,0.022997359154929578,0.07136627906976745
233,0.023919651116690893,0.07242979809700625
234,0.022451874366767984,0.0726952817520952
235,0.02534630120837017,0.07396449704142012
236,0.023063720231709932,0.07258157426490354
237,0.023602642276422767,0.07141831135625842
238,0.02359882005899705,0.06936416184971098
239,0.023710839774466974,0.07728536826051852
240,0.02402832674571805,0.07056626715303109
241,0.022407551665673833,0.06745537567455376
242,0.022852233676975947,0.07009167303284951
243,0.02348192992111539,0.0745680894308943
244,0.024134230806750555,0.0759543486816214
245,0.022981983260036882,0.07134813384813385
246,0.023681592039800997,0.0775149884341217
247,0.0229745712596097,0.07410431561547808
248,0.02228150406504065,0.07087177286705285
249,0.022949917446340125,0.07142557915462276
250,0.023806980056980055,0.07207412470570365
251,0.023919651116690893,0.07317073170731707
252,0.023329390892962744,0.07167006839817397
253,0.024127906976744187,0.07383348876097373
254,0.023914893617021274,0.07251496197633084
255,0.022484756097560975,0.07142857142857142
256,0.02360604918101462,0.0721963221963222
257,0.025210084033613446,0.0728910728910729
258,0.022990777338603427,0.07057355338223309
259,0.024836601307189538,0.07421944692239071
260,0.023684948145379803,0.07679570209007948
261,0.02369770263394779,0.07382119781881501
262,0.024072910119421746,0.07522865853658536
263,0.02275956088110784,0.07767812298199038
264,0.023928104393311257,0.07375886524822695
265,0.023464382458452303,0.07889546351084811
266,0.02381692036864451,0.07337308789214415
267,0.024242424242424242,0.07604928378243013
268,0.023758548914659533,0.07174187545690172
269,0.024544161386266646,0.08049751243781095
270,0.02305004936583884,0.07221231043710973
271,0.024036736743919065,0.07609781522825002
272,0.023559993398250535,0.07326691573266916
273,0.023391812865497075,0.07517566956982379
274,0.022942073170731707,0.07196637426900584
275,0.02542892156862745,0.07397304236200257
276,0.024059181587950413,0.07788410419989367
277,0.02252486562317744,0.07182162100194887
278,0.024390243902439025,0.07337308789214415
279,0.024562557764305964,0.07047764227642277
280,0.022852233676975947,0.07203301076620167
281,0.024176573478402654,0.07412079841009245
282,0.023529411764705882,0.07104832104832105
283,0.023284313725490197,0.07935943763205182
284,0.02214039560024548,0.07496581653885026
285,0.024306048139215962,0.07376482213438734
286,0.024696850111214752,0.0723905723905724
287,0.023145325203252028,0.08078218078218079
288,0.02351153227248346,0.07074887138178278
289,0.022487209110414255,0.07516269756132447
