perm,null_median,null_p95
0,0.019216589861751152,0.05890783410138249
1,0.019391705069124424,0.05899078341013825
2,0.018433179723502304,0.05864516129032259
3,0.01869124423963134,0.05816589861751152
4,0.01904147465437788,0.05959907834101383
5,0.019216589861751152,0.059124423963133645
6,0.018608294930875575,0.05855760368663595
7,0.01929953917050692,0.06051612903225806
8,0.018608294930875575,0.058599078341013834
9,0.01904147465437788,0.05894930875576037
10,0.01929953917050692,0.05834101382488478
11,0.019216589861751152,0.05955760368663594
12,0.019216589861751152,0.05990322580645161
13,0.01929953917050692,0.05894930875576037
14,0.01886635944700461,0.05947465437788019
15,0.01904147465437788,0.05955760368663594
16,0.019216589861751152,0.058599078341013834
17,0.01904147465437788,0.05894930875576037
18,0.019216589861751152,0.059382488479262675
19,0.01929953917050692,0.058516129032258064
20,0.019474654377880186,0.058474654377880186
21,0.01904147465437788,0.05882027649769585
22,0.019391705069124424,0.05869124423963134
23,0.019216589861751152,0.059124423963133645
24,0.01904147465437788,0.05855760368663595
25,0.01886635944700461,0.05755760368663594
26,0.019216589861751152,0.05955760368663594
27,0.01904147465437788,0.06094930875576037
28,0.01929953917050692,0.05969124423963134
29,0.019216589861751152,0.05894930875576037
30,0.019216589861751152,0.0593410138248848
31,0.01904147465437788,0.06047465437788018
32,0.01929953917050692,0.05947004608294931
33,0.019216589861751152,0.058599078341013834
34,0.01904147465437788,0.05916589861751152
35,0.01878341013824885,0.05929953917050691
36,0.01904147465437788,0.06003686635944701
37,0.019391705069124424,0.0594331797235023
38,0.01982488479262673,0.05955760368663594
39,0.01904147465437788,0.058774193548387095
40,0.019474654377880186,0.05973271889400922
41,0.01886635944700461,0.05999078341013825
42,0.019216589861751152,0.05955760368663594
43,0.019216589861751152,0.0592073732718894
44,0.01886635944700461,0.059949308755760364
45,0.019216589861751152,0.06029493087557604
46,0.01886635944700461,0.058036866359447006
47,0.01904147465437788,0.05873271889400922
48,0.019216589861751152,0.059124423963133645
49,0.01904147465437788,0.05890783410138249
50,0.01886635944700461,0.059774193548387096
51,0.01904147465437788,0.058774193548387095
52,0.01904147465437788,0.05899078341013825
53,0.01904147465437788,0.0589032258064516
54,0.01929953917050692,0.05973271889400922
55,0.01886635944700461,0.0592073732718894
56,0.019124423963133644,0.05916589861751152
57,0.019216589861751152,0.05929953917050691
58,0.019216589861751152,0.05834101382488478
59,0.01929953917050692,0.06059907834101383
60,0.01929953917050692,0.059382488479262675
61,0.01869124423963134,0.05925345622119815
62,0.01904147465437788,0.05786175115207373
63,0.019216589861751152,0.0593410138248848
64,0.018608294930875575,0.05834101382488478
65,0.01904147465437788,0.05834101382488478
66,0.019216589861751152,0.058516129032258064
67,0.019649769585253458,0.05894930875576037
68,0.01904147465437788,0.05955760368663594
69,0.019474654377880186,0.060211981566820276
70,0.01870046082949308,0.05921198156682028
71,0.01886635944700461,0.05973271889400922
72,0.01869124423963134,0.05925345622119815
73,0.01904147465437788,0.059124423963133645
74,0.01904147465437788,0.05869124423963134
75,0.01929953917050692,0.05834101382488478
76,0.01886635944700461,0.05942857142857143
77,0.019216589861751152,0.059124423963133645
78,0.019391705069124424,0.05955760368663594
79,0.01886635944700461,0.058124423963133644
80,0.01886635944700461,0.05929953917050691
81,0.019474654377880186,0.05855760368663595
82,0.01904147465437788,0.05894930875576037
83,0.01904147465437788,0.057907834101382484
84,0.019216589861751152,0.060341013824884784
85,0.01904147465437788,0.05899078341013825
86,0.019474654377880186,0.060341013824884784
87,0.01904147465437788,0.05973271889400922
88,0.01904147465437788,0.05969124423963134
89,0.019216589861751152,0.06008294930875576
90,0.01886635944700461,0.05955760368663594
91,0.01886635944700461,0.058774193548387095
92,0.01886635944700461,0.059124423963133645
93,0.01929953917050692,0.05834101382488478
94,0.01904147465437788,0.05873271889400922
95,0.019216589861751152,0.05921198156682028
96,0.019216589861751152,0.059382488479262675
97,0.01904147465437788,0.059516129032258065
98,0.01886635944700461,0.05894930875576037
99,0.019391705069124424,0.05964976958525346
100,0.019216589861751152,0.05856221198156683
101,0.01904147465437788,0.05869124423963134
102,0.01886635944700461,0.05864516129032259
103,0.01904147465437788,0.05955760368663594
104,0.01869124423963134,0.05955760368663594
105,0.01886635944700461,0.058516129032258064
106,0.018599078341013833,0.05755760368663594
107,0.01929953917050692,0.05903686635944701
108,0.01878341013824885,0.05816589861751152
109,0.019216589861751152,0.059382488479262675
110,0.019391705069124424,0.059907834101382486
111,0.01904147465437788,0.057907834101382484
112,0.01904147465437788,0.06016589861751152
113,0.01895852534562212,0.0593410138248848
114,0.01886635944700461,0.058774193548387095
115,0.018258064516129033,0.05869124423963134
116,0.01904147465437788,0.06094930875576037
117,0.019133640552995393,0.05973271889400922
118,0.01886635944700461,0.05929953917050691
119,0.01904147465437788,0.06073271889400922
120,0.01886635944700461,0.059382488479262675
121,0.019649769585253458,0.05886635944700461
122,0.01904147465437788,0.05834101382488478
123,0.019391705069124424,0.05973271889400922
124,0.018433179723502304,0.05894930875576037
125,0.01904147465437788,0.05964516129032258
126,0.01886635944700461,0.05929953917050691
127,0.01886635944700461,0.058774193548387095
128,0.01904147465437788,0.05838709677419354
129,0.01904147465437788,0.05820737327188941
130,0.019474654377880186,0.05899078341013825
131,0.01904147465437788,0.05712442396313365
132,0.01904147465437788,0.05999078341013825
133,0.01878341013824885,0.058599078341013834
134,0.019216589861751152,0.06016589861751152
135,0.01929953917050692,0.058516129032258064
136,0.01895852534562212,0.059382488479262675
137,0.01886635944700461,0.05894930875576037
138,0.01929953917050692,0.05942857142857143
139,0.01886635944700461,0.05825806451612903
140,0.019474654377880186,0.06038248847926267
141,0.01904147465437788,0.05964055299539171
142,0.019216589861751152,0.05942857142857143
143,0.01904147465437788,0.058516129032258064
144,0.01878341013824885,0.05869124423963134
145,0.01904147465437788,0.05855760368663595
146,0.019216589861751152,0.059774193548387096
147,0.019216589861751152,0.05955760368663594
148,0.01929953917050692,0.059907834101382486
149,0.019216589861751152,0.058124423963133644
150,0.019474654377880186,0.05925345622119815
151,0.01878341013824885,0.05921198156682028
152,0.01878341013824885,0.05847004608294931
153,0.01886635944700461,0.05907834101382488
