a,b,n_full,n_margin,effect_full,effect_margin,delta,abs_delta,sign_flip
01-ai__Yi-34B,01-ai__Yi-6B,10042,1448,0.08743278231428002,0.30386740331491713,0.2164346210006371,0.2164346210006371,False
01-ai__Yi-34B,HuggingFaceH4__zephyr-7b-beta,10042,1448,0.007269468233419637,0.03729281767955801,0.030023349446138374,0.030023349446138374,False
01-ai__Yi-34B,Qwen__Qwen1.5-14B-Chat,10042,1448,0.022903804023102967,0.06560773480662983,0.04270393078352687,0.04270393078352687,False
01-ai__Yi-34B,Qwen__Qwen1.5-72B-Chat,10042,1448,-0.02758414658434575,-0.15883977900552487,-0.13125563242117913,0.13125563242117913,False
01-ai__Yi-34B,Qwen__Qwen1.5-7B-Chat,10042,1448,0.06184027086237801,0.17886740331491713,0.11702713245253912,0.11702713245253912,False
01-ai__Yi-34B,deepseek-ai__deepseek-llm-67b-base,10042,1448,-0.02220673172674766,-0.1180939226519337,-0.09588719092518605,0.09588719092518605,False
01-ai__Yi-34B,google__gemma-2b,10042,1448,0.12457677753435571,0.35013812154696133,0.22556134401260564,0.22556134401260564,False
01-ai__Yi-34B,google__gemma-7b,10042,1448,0.03405696076478789,0.18646408839779005,0.15240712763300215,0.15240712763300215,False
01-ai__Yi-34B,meta-llama__Llama-2-13b-hf,10042,1448,-0.15355506871141206,-0.36049723756906077,-0.2069421688576487,0.2069421688576487,False
01-ai__Yi-34B,meta-llama__Llama-2-70b-hf,10042,1448,-0.2173869747062338,-0.4537292817679558,-0.236342307061722,0.236342307061722,False
01-ai__Yi-34B,meta-llama__Meta-Llama-3-70B,10042,1448,-0.03903604859589723,-0.2078729281767956,-0.16883687958089835,0.16883687958089835,False
01-ai__Yi-34B,meta-llama__Meta-Llama-3-70B-Instruct,10042,1448,-0.0017924716191993627,-0.010359116022099447,-0.008566644402900085,0.008566644402900085,False
01-ai__Yi-34B,meta-llama__Meta-Llama-3-8B,10042,1448,0.03654650468034256,0.18646408839779005,0.14991758371744748,0.14991758371744748,False
01-ai__Yi-34B,meta-llama__Meta-Llama-3-8B-Instruct,10042,1448,0.06572395937064329,0.22997237569060774,0.16424841631996445,0.16424841631996445,False
01-ai__Yi-34B,microsoft__Phi-3-mini-4k-instruct,10042,1448,0.03634734116709819,0.15124309392265192,0.11489575275555373,0.11489575275555373,False
01-ai__Yi-34B,mistralai__Mistral-7B-Instruct-v0.1,10042,1448,-0.10017924716191993,-0.2935082872928177,-0.19332904013089774,0.19332904013089774,False
01-ai__Yi-34B,mistralai__Mistral-7B-Instruct-v0.2,10042,1448,-0.011651065524795858,-0.0718232044198895,-0.06017213889509364,0.06017213889509364,False
01-ai__Yi-34B,mistralai__Mistral-7B-v0.1,10042,1448,-0.17695678151762598,-0.39571823204419887,-0.2187614505265729,0.2187614505265729,False
01-ai__Yi-34B,mistralai__Mixtral-8x7B-Instruct-v0.1,10042,1448,-0.02967536347341167,-0.16160220994475138,-0.1319268464713397,0.1319268464713397,False
01-ai__Yi-34B,mistralai__Mixtral-8x7B-v0.1,10042,1448,-0.01344353714399522,-0.06837016574585636,-0.054926628601861135,0.054926628601861135,False
01-ai__Yi-34B,tiiuae__falcon-40b,10042,1448,-0.19667396932881895,-0.42748618784530384,-0.2308122185164849,0.2308122185164849,False
01-ai__Yi-34B,tiiuae__falcon-7b,10042,1448,-0.12517426807408882,-0.3280386740331492,-0.20286440595906036,0.20286440595906036,False
01-ai__Yi-6B,HuggingFaceH4__zephyr-7b-beta,10042,1448,-0.08016331408086039,-0.26657458563535913,-0.18641127155449874,0.18641127155449874,False
01-ai__Yi-6B,Qwen__Qwen1.5-14B-Chat,10042,1448,-0.06452897829117706,-0.23825966850828728,-0.17373069021711024,0.17373069021711024,False
01-ai__Yi-6B,Qwen__Qwen1.5-72B-Chat,10042,1448,-0.11501692889862578,-0.462707182320442,-0.34769025342181625,0.34769025342181625,False
01-ai__Yi-6B,Qwen__Qwen1.5-7B-Chat,10042,1448,-0.02559251145190201,-0.125,-0.09940748854809799,0.09940748854809799,False
01-ai__Yi-6B,deepseek-ai__deepseek-llm-67b-base,10042,1448,-0.10963951404102769,-0.4219613259668508,-0.31232181192582315,0.31232181192582315,False
01-ai__Yi-6B,google__gemma-2b,10042,1448,0.03714399522007568,0.0462707182320442,0.00912672301196852,0.00912672301196852,False
01-ai__Yi-6B,google__gemma-7b,10042,1448,-0.053375821549492136,-0.11740331491712708,-0.06402749336763494,0.06402749336763494,False
01-ai__Yi-6B,meta-llama__Llama-2-13b-hf,10042,1448,-0.2409878510256921,-0.664364640883978,-0.42337678985828586,0.42337678985828586,False
01-ai__Yi-6B,meta-llama__Llama-2-70b-hf,10042,1448,-0.30481975702051384,-0.7575966850828729,-0.4527769280623591,0.4527769280623591,False
01-ai__Yi-6B,meta-llama__Meta-Llama-3-70B,10042,1448,-0.12646883091017724,-0.5117403314917127,-0.3852715005815355,0.3852715005815355,False
01-ai__Yi-6B,meta-llama__Meta-Llama-3-70B-Instruct,10042,1448,-0.08922525393347938,-0.31422651933701656,-0.22500126540353718,0.22500126540353718,False
01-ai__Yi-6B,meta-llama__Meta-Llama-3-8B,10042,1448,-0.050886277633937466,-0.11740331491712708,-0.06651703728318961,0.06651703728318961,False
01-ai__Yi-6B,meta-llama__Meta-Llama-3-8B-Instruct,10042,1448,-0.021708822943636727,-0.0738950276243094,-0.05218620468067267,0.05218620468067267,False
01-ai__Yi-6B,microsoft__Phi-3-mini-4k-instruct,10042,1448,-0.05108544114718184,-0.1526243093922652,-0.10153886824508337,0.10153886824508337,False
01-ai__Yi-6B,mistralai__Mistral-7B-Instruct-v0.1,10042,1448,-0.18761202947619995,-0.5973756906077348,-0.40976366113153484,0.40976366113153484,False
01-ai__Yi-6B,mistralai__Mistral-7B-Instruct-v0.2,10042,1448,-0.09908384783907588,-0.3756906077348066,-0.27660675989573075,0.27660675989573075,False
01-ai__Yi-6B,mistralai__Mistral-7B-v0.1,10042,1448,-0.264389563831906,-0.699585635359116,-0.43519607152721,0.43519607152721,False
01-ai__Yi-6B,mistralai__Mixtral-8x7B-Instruct-v0.1,10042,1448,-0.1171081457876917,-0.4654696132596685,-0.3483614674719768,0.3483614674719768,False
01-ai__Yi-6B,mistralai__Mixtral-8x7B-v0.1,10042,1448,-0.10087631945827524,-0.3722375690607735,-0.27136124960249824,0.27136124960249824,False
01-ai__Yi-6B,tiiuae__falcon-40b,10042,1448,-0.284106751643099,-0.731353591160221,-0.447246839517122,0.447246839517122,False
01-ai__Yi-6B,tiiuae__falcon-7b,10042,1448,-0.21260705038836886,-0.6319060773480663,-0.4192990269596974,0.4192990269596974,False
HuggingFaceH4__zephyr-7b-beta,Qwen__Qwen1.5-14B-Chat,10042,1448,0.01563433578968333,0.028314917127071824,0.012680581337388495,0.012680581337388495,False
HuggingFaceH4__zephyr-7b-beta,Qwen__Qwen1.5-72B-Chat,10042,1448,-0.03485361481776539,-0.19613259668508287,-0.16127898186731748,0.16127898186731748,False
HuggingFaceH4__zephyr-7b-beta,Qwen__Qwen1.5-7B-Chat,10042,1448,0.05457080262895837,0.14157458563535913,0.08700378300640076,0.08700378300640076,False
HuggingFaceH4__zephyr-7b-beta,deepseek-ai__deepseek-llm-67b-base,10042,1448,-0.029476199960167298,-0.15538674033149172,-0.12591054037132443,0.12591054037132443,False
HuggingFaceH4__zephyr-7b-beta,google__gemma-2b,10042,1448,0.11730730930093607,0.31284530386740333,0.19553799456646725,0.19553799456646725,False
HuggingFaceH4__zephyr-7b-beta,google__gemma-7b,10042,1448,0.026787492531368255,0.14917127071823205,0.1223837781868638,0.1223837781868638,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Llama-2-13b-hf,10042,1448,-0.1608245369448317,-0.39779005524861877,-0.23696551830378706,0.23696551830378706,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Llama-2-70b-hf,10042,1448,-0.22465644293965345,-0.4910220994475138,-0.26636565650786037,0.26636565650786037,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Meta-Llama-3-70B,10042,1448,-0.04630551682931687,-0.2451657458563536,-0.1988602290270367,0.1988602290270367,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Meta-Llama-3-70B-Instruct,10042,1448,-0.009061939852619,-0.04765193370165746,-0.03858999384903846,0.03858999384903846,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Meta-Llama-3-8B,10042,1448,0.029277036446922925,0.14917127071823205,0.11989423427130913,0.11989423427130913,False
HuggingFaceH4__zephyr-7b-beta,meta-llama__Meta-Llama-3-8B-Instruct,10042,1448,0.05845449113722366,0.19267955801104972,0.13422506687382607,0.13422506687382607,False
HuggingFaceH4__zephyr-7b-beta,microsoft__Phi-3-mini-4k-instruct,10042,1448,0.02907787293367855,0.11395027624309392,0.08487240330941537,0.08487240330941537,False
HuggingFaceH4__zephyr-7b-beta,mistralai__Mistral-7B-Instruct-v0.1,10042,1448,-0.10744871539533958,-0.3308011049723757,-0.22335238957703613,0.22335238957703613,False
HuggingFaceH4__zephyr-7b-beta,mistralai__Mistral-7B-Instruct-v0.2,10042,1448,-0.018920533758215494,-0.10911602209944751,-0.09019548834123202,0.09019548834123202,False
HuggingFaceH4__zephyr-7b-beta,mistralai__Mistral-7B-v0.1,10042,1448,-0.1842262497510456,-0.4330110497237569,-0.24878479997271133,0.24878479997271133,False
HuggingFaceH4__zephyr-7b-beta,mistralai__Mixtral-8x7B-Instruct-v0.1,10042,1448,-0.036944831706831306,-0.19889502762430938,-0.16195019591747808,0.16195019591747808,False
HuggingFaceH4__zephyr-7b-beta,mistralai__Mixtral-8x7B-v0.1,10042,1448,-0.020713005377414856,-0.10566298342541436,-0.0849499780479995,0.0849499780479995,False
HuggingFaceH4__zephyr-7b-beta,tiiuae__falcon-40b,10042,1448,-0.2039434375622386,-0.4647790055248619,-0.2608355679626233,0.2608355679626233,False
HuggingFaceH4__zephyr-7b-beta,tiiuae__falcon-7b,10042,1448,-0.13244373630750847,-0.3653314917127072,-0.2328877554051987,0.2328877554051987,False
Qwen__Qwen1.5-14B-Chat,Qwen__Qwen1.5-72B-Chat,10042,1448,-0.05048795060744871,-0.2244475138121547,-0.17395956320470599,0.17395956320470599,False
Qwen__Qwen1.5-14B-Chat,Qwen__Qwen1.5-7B-Chat,10042,1448,0.03893646683927505,0.1132596685082873,0.07432320166901224,0.07432320166901224,False
Qwen__Qwen1.5-14B-Chat,deepseek-ai__deepseek-llm-67b-base,10042,1448,-0.045110535749850626,-0.18370165745856354,-0.1385911217087129,0.1385911217087129,False
Qwen__Qwen1.5-14B-Chat,google__gemma-2b,10042,1448,0.10167297351125273,0.2845303867403315,0.18285741322907875,0.18285741322907875,False
Qwen__Qwen1.5-14B-Chat,google__gemma-7b,10042,1448,0.011153156741684923,0.12085635359116022,0.1097031968494753,0.1097031968494753,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Llama-2-13b-hf,10042,1448,-0.17645887273451505,-0.4261049723756906,-0.24964609964117557,0.24964609964117557,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Llama-2-70b-hf,10042,1448,-0.2402907787293368,-0.5193370165745856,-0.27904623784524885,0.27904623784524885,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Meta-Llama-3-70B,10042,1448,-0.0619398526190002,-0.27348066298342544,-0.21154081036442524,0.21154081036442524,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Meta-Llama-3-70B-Instruct,10042,1448,-0.02469627564230233,-0.07596685082872928,-0.051270575186426956,0.051270575186426956,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Meta-Llama-3-8B,10042,1448,0.013642700657239593,0.12085635359116022,0.10721365293392063,0.10721365293392063,False
Qwen__Qwen1.5-14B-Chat,meta-llama__Meta-Llama-3-8B-Instruct,10042,1448,0.04282015534754033,0.1643646408839779,0.12154448553643757,0.12154448553643757,False
